smiles,logs
CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC,-7.729153446
OB(O)O,-6.93344173
B#N,-6.394784279
Cc1c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c1Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-7.981473646
CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1,-7.782007082
CCN(CC)c1ccc2cc(-c3nc4cc(S(N)(=O)=O)ccc4o3)c(=O)oc2c1,-7.831098413
O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12,-7.946874563
CCCCC(CC)COCCCNC(=O)Nc1cccc2c(NC(=O)NCCCOCC(CC)CCCC)cccc12,-8.06807152
Cc1cc(CCC(=O)OCC(C)(C)C2OCC3(CO2)COC(C(C)(C)COC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)OC3)cc(C(C)(C)C)c1O,-8.267743564
C1=CCC=C1.C1=CCC=C1.Fc1ccc(-n2cccc2)c(F)c1.Fc1ccc(-n2cccc2)c(F)c1.[Ti+4],-8.125789392
CCN(CC)c1ccc2c(C#N)c(-c3nc4ccccc4s3)c(=O)oc2c1,-8.097434324
N#Cc1ccc(C=Cc2ccc(C=Cc3cccc(C#N)c3)cc2)cc1,-8.123728846
COc1cc(-c2ccc([N-]N=C(C(C)=O)C(=O)Nc3ccccc3)c(OC)c2)ccc1[N-]N=C(C(C)=O)C(=O)Nc1ccccc1,-8.616766696
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,-8.85998044
CCCCCCOc1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c([O-])c1,-9.15181097
CCCCCCCCCCCC=CCC=CCCCCCCCCCCCCCCCCCCCC[NH2+]CCCCCCCCCCCC=CCC=CCCCCCCCCCCCCCCCCCCCC,-9.707106255
CCCCCC(CCC)COC(=O)c1ccccc1C(=O)OCC(CCC)CCCCC,-9.649988729
CC1COc2ccccc2N1C(=O)C(Cl)Cl,-3.835390149
O=C(c1ccc(F)cc1)C1CC[NH2+]CC1,0.589019569
O=C(CO)CO,1.013864214
O=C1C(N=Nc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2[O-])=CC(=NNc2cc(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])cc(O)c23)C([O-])=C1N=Nc1ccc([N+](=O)[O-])cc1,-0.967567025
O=C(Nc1ccc2c(c1)C=C(S(=O)(=O)[O-])C(=NNc1ccccc1)C2=O)Nc1ccc2c(c1)C=C(S(=O)(=O)[O-])C(=NNc1ccccc1)C2=O,-1.887246692
C[N+](C)(C)CC1CO1,0.749634411
CC(C)c1ccc(S(=O)(=O)[O-])cc1,0.612751114
COc1cc(S(=O)(=O)[O-])c(C)cc1NC(=O)C(=N[N-]c1ccc(-c2nc3ccc(C)c(S(=O)(=O)[O-])c3s2)cc1)C(C)=O,-0.916346136
O=C1C=Cc2ccccc2C1=NNc1ccc(-c2ccc(NN=C3C(=O)C=Cc4ccccc43)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1,-1.897313906
N#Cc1ccc(N)cc1,-1.142974365
O=C([O-])CS,0.780671021
C=CCOCC(O)CS(=O)(=O)[O-],0.55383995
O=C1OCCO1,0.946191052
C=C(CC(=O)[O-])C(=O)[O-],-0.225028298
NC(=[NH2+])NCCCC([NH3+])C(=O)[O-],0.539730472
Cc1cc(NC(C)C(=O)c2ccccc2)ccc1NN=C1C=C(S(=O)(=O)[O-])c2ccccc2C1=O,-1.812900622
ClCC1CO1,-0.147373679
O=C([O-])CN(CC(=O)[O-])CC(=O)[O-],0.396103236
Nc1cc(N)c(S(=O)(=O)[O-])cc1N=Nc1cc([N+](=O)[O-])ccc1O,-0.763942094
[NH2+]=C(c1ccccc1)c1ccccc1,-2.781128006
O=C([O-])CS,0.727399149
CC(CC(=O)[O-])CC(C)(C)C,0.485162372
Nc1cc([N+](=O)[O-])cc(S(=O)(=O)[O-])c1O,-0.994056687
COc1cc(N=Nc2ccc(S(=O)(=O)[O-])cc2)c(C)cc1NN=C1C(=O)c2ccc(Nc3ccccc3)cc2C=C1S(=O)(=O)[O-],-2.045401474
Cc1ccccc1Oc1ccccc1NN=C1C(=O)c2c(cc(S(=O)(=O)[O-])cc2NC(=O)c2ccccc2)C=C1S(=O)(=O)[O-],-2.050671467
O=S(=O)([O-])CCCN1CCOCC1,0.455782507
NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3ccc(-c4ccc(Nc5nc(Cl)nc(Nc6ccc(N=Nc7cc8c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc8cc7S(=O)(=O)[O-])c(NC(N)=O)c6)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)n2)ccc1N=Nc1cc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc2cc1S(=O)(=O)[O-],-1.498168281
[Cl-].[Li+],1.134397972
OCCC1CCCC[NH2+]1,0.642748355
[NH3+]C(CO)(CO)CO,0.551414915
CC(C)COC(=O)C(C)O,-0.412857335
O=C([O-])CS,-0.383898135
CC1(C)CC(O)CC(C)(C[NH3+])C1,0.488999371
C=C(C)CS(=O)(=O)[O-],0.519421508
O=S(=O)([O-])OOS(=O)(=O)[O-],-0.653730142
O=S(=O)([O-])CC(O)CNc1ccccc1,0.11878449
CN(CCC#N)c1ccc(C=CC2=[N+](C)c3ccccc3C2(C)C)cc1.O=P([O-])([O-])O,-0.93040182
CCCCCCCC1N(CCO)C=CN1CCC(=O)[O-],0.212706758
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],0.118989877
[Cr],-0.338416648
C=C(C)C(=O)OCC1CO1,-0.45378908
O=[N+]([O-])c1cc[nH]n1,-1.285472821
CC(=O)C(=N[N-]c1cc(S(N)(=O)=O)ccc1O)C(=O)Nc1ccccc1,-2.208470112
CCCCCCOC(CO)CO,-1.055812212
CC[N+]1(C)CCCC1,1.410187143
O=C([O-])c1ccccc1,0.48726735
NC(=O)c1ccc[n+](Cc2ccccc2)c1,0.293610373
C=CC(C)(C=Cc1ccc(O)cc1)CCC=C(C)C,-6.337017381
O=BOO,-0.823100201
COC(C)(C)CCOC(C)=O,-0.439029198
O=P([O-])([O-])O,0.48599564
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-].Nc1ccc([N+](=O)[O-])cc1.O=C1C=CC(=NNc2cc(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])cc(O)c23)C([O-])=C1.[Fe].[Na+].[Na+],-1.307546525
O=S(=O)([O-])c1cc(N=Nc2ccc3c(S(=O)(=O)[O-])cccc3c2S(=O)(=O)[O-])c2c([O-])c(Nc3nc(Cl)nc(Nc4ccc(Nc5nc(Cl)nc(Nc6c(S(=O)(=O)[O-])cc7cc(S(=O)(=O)[O-])cc(N=Nc8ccc9c(S(=O)(=O)[O-])cccc9c8S(=O)(=O)[O-])c7c6O)n5)cc4)n3)c(S(=O)(=O)[O-])cc2c1,-0.634868411
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,-0.953121785
[F-].[F-].[Ni+2],-0.383317077
NC(=O)NC1=NC(=O)NC1O,-1.508782486
O=C(Nc1ccc2c(c1)C=C(S(=O)(=O)[O-])C(=NNc1ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)cc1)C2=O)c1ccccc1,-2.156676448
Nc1ccc2cc(S(=O)(=O)[O-])cc([O-])c2c1N=Nc1ccccc1S(=O)(=O)c1ccccc1,-2.088831676
O=S(=O)([O-])[O-].OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO,1.9675127
O=C1CCO1,0.710489386
CC(C)CCOC(=S)[S-],0.237889723
CCC(=O)N(c1ccccc1)C1CC[NH2+]CC1,-0.835225508
O=S(=O)([O-])CCN1CCOCC1,0.188529745
CCCCCCCC(=O)OCC(O)CO,0.179474131
CC(=O)C(=N[N-]c1cc([N+](=O)[O-])cc(S(=O)(=O)[O-])c1O)C(=O)Nc1ccccc1,-0.474704027
Nc1c(N=Nc2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)[O-])cc2c1C(=O)C(=NNc1ccccc1)C(S(=O)(=O)[O-])=C2,-1.2800595
O=C([O-])c1ccccc1,0.390910622
CN(C)C(=O)NCC1(C)CC(NC(=O)N(C)C)CC(C)(C)C1,-1.893818753
Nc1ccc2c(c1)C=C(S(=O)(=O)[O-])C(=NNc1ccc3c(c1)C=C(S(=O)(=O)[O-])C(=NNc1ccccc1)C3=O)C2=O,-2.210130555
NC(=O)CN(CC(=O)[O-])CC(=O)[O-],-1.763581857
N#CN,-0.446096322
O=C([O-])CCSCCC(=O)[O-],-0.799143198
CCCCNP(N)(N)=S,-0.773033917
Cc1ccccc1Nc1nc(Cl)nc(Nc2cc(S(=O)(=O)[O-])cc3c2C(=O)C(=NNc2ccccc2S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C3)n1,-0.457240368
N[NH3+],1.595628815
O=C1C=Cc2ccccc2C1=NNc1ccc(S(=O)(=O)[O-])cc1,-1.115857896
O=S(=O)([O-])c1ccc2c(N=Nc3ccc(-c4ccc(N=Nc5c(O)c(S(=O)(=O)[O-])cc6cc(S(=O)(=O)[O-])ccc56)c(O)c4)cc3O)c([O-])c(S(=O)(=O)[O-])cc2c1,-1.607428748
CC(C)N(c1n[n+](C)c(N=Nc2ccc(N(C)C)cc2)s1)C(C)C.COS(=O)(=O)[O-],-1.259698438
O=S(=O)([O-])c1cccc2c(N=Nc3ccc(N=Nc4ccc(Nc5ccccc5)c5c(S(=O)(=O)[O-])cccc45)c4ccccc34)cccc12,-1.463118539
CC1=NN(c2ccccc2)C(=N)C1=NNc1cc(Cl)c(S(=O)(=O)[O-])cc1Cl,-1.237068525
CC(C)CC1CC(C)(O)CCO1,2.13768162
Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3ccc(N=Nc4ccc(Nc5ccc([N+](=O)[O-])cc5S(=O)(=O)[O-])cc4)c4ccc(S(=O)(=O)[O-])cc34)cc2)cc1,-1.570984747
Cc1cc(C)c(N)c(C)c1N,-0.820716356
Nc1ccc(N=Nc2ccc(N=Nc3c(S(=O)(=O)[O-])cc4c(c3N)C(=O)C(=NNc3ccc(N=Nc5ccc(N)cc5N)cc3)C(S(=O)(=O)[O-])=C4)cc2)c(N)c1,-1.568718144
CC1(C)CC(=O)CC(C)(C)N1[O],0.10341255
Nc1ccc(N=Nc2ccc(S(=O)(=O)Nc3ccc(N=Nc4c(S(=O)(=O)[O-])cc5c(c4N)C(=O)C(=NNc4ccccc4)C(S(=O)(=O)[O-])=C5)cc3)cc2)c(N)c1,-0.602981194
Cc1ccc(O)cc1,-0.701547905
Nc1c(S(=O)(=O)[O-])cc(NC2CCCCC2)c2c1C(=O)c1ccccc1C2=O,-1.296365099
Nc1ccn(C2OC(COP(=O)([O-])[O-])C(O)C2O)c(=O)n1,-1.198775352
O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c([N+](=O)[O-])c1,-2.199137363
COC(=O)c1ccccc1N,-1.733847045
Nc1c(S(=O)(=O)[O-])cc(Nc2ccccc2)c2c1C(=O)c1ccccc1C2=O,-2.173896088
CC1=NN(c2cc(S(=O)(=O)[O-])ccc2Cl)C(=O)C1N=Nc1cc(Cl)ccc1Oc1ccccc1Cl,-2.316221585
CCNC(=S)OC(C)C,-1.744788784
CCOC(=O)c1ccc(O)c(O)c1,-1.855655062
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1,-1.942299553
COc1ccc(CCC#N)cc1OC,-1.901344783
CC1=NN(c2cc(Cl)c(S(=O)(=O)[O-])cc2Cl)C(=O)C1N=Nc1cccc(S(=O)(=O)NCCc2ccccc2)c1,-2.429980995
Cc1ccc(S(=O)(=O)Nc2cc(S(=O)(=O)[O-])cc3c2C(=O)C(=NNc2ccc(Oc4ccccc4C)cc2Oc2ccccc2C)C(S(=O)(=O)[O-])=C3)cc1,-2.566969077
COc1cc(N=Nc2cc(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])cc([O-])c23)c(C)cc1NC(=O)Nc1cc(C)c(N=Nc2cc(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])cc([O-])c23)cc1OC,-2.690313687
O=C1NC(=O)C2CCCC12,0.155357382
O=S(=O)([O-])CC[NH2+]C1CCCCC1,-0.078418557
O=S(=O)([O-])[O-],0.126333765
CC12CCC3C4=C(CCC3C1CCC2O)CC(=O)CC4,-4.947028744
OCC(CO)(CBr)CBr,-1.130401751
O=C([O-])c1ccc[n+](-c2nc(NCCNc3ccc4c(c3S(=O)(=O)[O-])Oc3c(Cl)c5c(c(Cl)c3=N4)Oc3c(ccc(NCCNc4nc(Nc6cc(S(=O)(=O)[O-])ccc6S(=O)(=O)[O-])nc(-[n+]6cccc(C(=O)[O-])c6)n4)c3S(=O)(=O)[O-])N=5)nc(Nc3cc(S(=O)(=O)[O-])ccc3S(=O)(=O)[O-])n2)c1,-0.952204802
Nc1ccc(NN=C2C=Cc3c(cccc3S(=O)(=O)[O-])C2=O)cc1,-1.291560039
CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)[O-])C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,-1.103103668
[Cl-].[Cl-].[Sn+2],-0.027457269
OP(O)O,1.152409408
COc1ccc(S(=O)(=O)[O-])cc1N.Nc1ccc([N+](=O)[O-])c(N)c1.Oc1cccc(O)c1.[Cu].[Na+].[Na+],-1.504350196
COc1ccc(NN=C2C(=O)c3ccc(Nc4nc(Nc5ccc6c(c5)C=C(S(=O)(=O)[O-])C(=NNc5ccc(OC)cc5S(=O)(=O)[O-])C6=O)nc(N5CCOCC5)n4)cc3C=C2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1,-1.825282751
O=C([O-])c1[n-]n(-c2ccc(S(=O)(=O)[O-])cc2)c(=O)c1N=Nc1ccc(S(=O)(=O)[O-])cc1,-0.504996401
CC([NH3+])C(=O)[O-],0.267898616
Cc1ccc(S(=O)(=O)[N-]c2cc(S(=O)(=O)[O-])cc3c2C(=O)C(=NNc2cc(Cl)ccc2Oc2ccccc2)C(S(=O)(=O)[O-])=C3)cc1,-0.667930686
CC(C)(C)[NH+](CC(=O)c1ccc(O)c(CO)c1)Cc1ccccc1,-1.348776549
Cc1ccc(N(C)N=CC2=[N+](C)c3ccccc3C2(C)C)cc1,-1.329218805
ON=C1CCCCC1,-0.849572956
Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(S(=O)(=O)[O-])c4)n3)ccc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])cc2c1C(=O)C(=NNc1cc(Nc3nc(Cl)nc(Nc4cccc(S(=O)(=O)[O-])c4)n3)ccc1S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C2,-0.957205517
O=C([O-])C1CCC[NH2+]1,1.129135649
O=P[O-],-0.032644921
O=C([O-])CN(CCCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],0.105005622
COc1nc(Nc2ccccc2)nc(Nc2ccc(C=Cc3ccc(Nc4nc(Nc5ccccc5)nc(OC)n4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)n1,-1.761510148
Cc1ccc(NS(=O)(=O)c2cc(N=Nc3c(N)ccc4cc(S(=O)(=O)[O-])cc([O-])c34)ccc2Cl)c(C)c1,-0.630871318
Cc1cc(S(=O)(=O)[O-])ccc1NN=C1C(=O)C=Cc2ccccc21,-0.43660043
CC(=O)Nc1cc(S(=O)(=O)[O-])cc2c1C(=O)C(=NNc1ccccc1)C(S(=O)(=O)[O-])=C2,-0.586608448
C[NH+](C)C1CCCCC1,-0.977488142
O=C([O-])O,-0.754642314
CC(=O)Nc1ccc2c(c1)C(=O)C(=NNc1ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc1)C(S(=O)(=O)[O-])=C2,-0.679407503
CCN(CC)c1ccc([C+](c2ccc(N(CC)Cc3cccc(S(=O)(=O)[O-])c3)cc2)c2ccc(N(CC)Cc3cccc(S(=O)(=O)[O-])c3)cc2)cc1,-0.77170269
[NH3+]CCCCCCNC(=O)[O-],-0.095298805
O=S(=O)([O-])C(F)(F)F,0.903040198
O=[N+]([O-])[O-],0.010251263
C=CC(=O)OCCOCCOCC,-0.181251006
N#CCCC#N,0.175240889
Cc1cc(C2(c3ccc(NNC4=C(S(=O)(=O)[O-])C=C5C=CC(=O)C=C5C4=O)c(C)c3)CCCCC2)ccc1NNC1=C(S(=O)(=O)[O-])C=C2C=CC(=O)C=C2C1=O,-0.854788461
O=S(=O)([O-])c1ccccc1,0.848907093
Cc1cccc(S(=O)(=O)[O-])c1C,0.777998866
Nc1cc(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(O)c12,-1.476228892
O=C([O-])C(=O)[O-],0.07901721
O=C([O-])C(=O)[O-],-0.307349426
O=[N+]([O-])[O-],1.170097396
CCCC[NH2+]CCO,0.931102034
C[NH2+]CCO,1.124296456
[NH3+]CCO,1.214072532
CN(C)C=O,1.13611233
O=S(=O)([O-])[O-],0.782342373
[SH-],1.243569299
CCN(CC)S(=O)(=O)c1ccc(OC)c(NN=C2C=C(S(=O)(=O)[O-])c3ccccc3C2=O)c1,-2.466753911
CCOC(=O)N(CC)c1ccccc1,0.867399476
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,-2.357024785
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,-2.639897679
Cc1c(N)cccc1Cl,-2.15106632
CC(=O)OCCc1ccccc1,-2.231757445
O=C([O-])CCCCC1CCSS1,-2.375047335
Cc1ccccc1OCC1CO1,-2.291104446
CCCCCCCCCCCCCC[N+](C)(C)C,-2.898070996
O=S(=O)([O-])CCN1CC[NH+](CCS(=O)(=O)[O-])CC1,-2.747593942
O=c1[nH]c2cc(Cl)ccc2n1C1CC[NH2+]CC1,-2.663075861
CC(CC=O)CC(C)(C)C,-2.675906595
Clc1ccccc1Cl,-3.0533858
CC=Cc1ccc(OC)cc1,-3.125539877
[Cr+3],-3.199631781
Nc1nc(=O)c2c(CCc3ccc(C(=O)[O-])cc3)c[nH]c2[nH]1,-3.574289037
[Mo],-3.420275441
CCCCCCCCCCCCCCCC(=O)N1C(=O)CCC1C(=O)[O-],-4.022319118
CCOC(=O)N(c1ccccc1)c1ccccc1,-3.969239559
O.O.O.O.O.O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2],-3.074227426
Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,-4.693292334
O=C1c2ccccc2C(=O)[C-]1c1[nH+]c2ccccc2c(Br)c1O,-4.867097266
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,-5.14904043
O=[Sn]([O-])O,-5.616551128
CCCCCCCCCCCCCCCC=CCC(CC(=O)[O-])C(=O)[O-],-6.964445851
CCCCCCCCCCCCCCCCOc1ccccc1C(=O)CC(=O)Nc1nc(-c2ccccc2)cs1,-4.847279535
CC(=O)OCCOC(C)C,-0.165775242
[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[NH4+].[NH4+].[NH4+].[Rh+3],-0.56876707
CC(CC(=O)[O-])CC(C)(C)C(=O)[O-],-0.279037497
O=C([O-])c1cc(S(=O)(=O)[O-])ccc1O,0.655490272
C1COCC[NH2+]1,0.727886015
[K+],1.228407286
O=C1NCCN1CCO,0.877677326
Nc1ccc(OCCO)c(N)c1,-0.233704176
C=C(C)C(=O)[O-],0.056273368
C=C(C)C(=O)OC(=O)C(=C)C,-0.196759712
CC[N+](CC)(CC)CC,0.583312842
N#C[O-],0.17111691
O=C([O-])O,0.057960927
OCC[NH2+]CCO,0.957792794
C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,-0.500013296
CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c2cc1C,-0.80532039
[Br-],0.963501086
COCCOCCOC,0.84545625
CC=CC(=O)[O-],0.038175146
O=[N+]([O-])[O-],-0.444071386
O=C1CCC(C(=O)[O-])N1,-0.534193588
O=P([O-])([O-])O,-0.396643053
C[NH+](C)CC(=O)[O-],0.809172864
O=C([O-])O,0.953747696
C=C(C)CCO,0.019067893
CCC(C)c1cc(S(=O)(=O)[O-])cc(-n2nc3ccccc3n2)c1O,-1.57624495
Cc1ccc(N)cc1,-1.047745261
C=C(Br)C(=O)Nc1ccc(N=Nc2c(N)ccc3cc(S(=O)(=O)[O-])ccc23)c(S(=O)(=O)c2ccc(C)c(S(=O)(=O)[O-])c2)c1,-1.894836231
CCOc1ccccc1O,-1.171451504
C=CC(=O)OCC1(CC)COCOC1,-1.333054875
COc1cc(C=O)ccc1O,-1.228026593
BrCBr,-1.285894713
O=[Se]([O-])[O-],0.715388416
O=C([O-])c1ccc[n+](Cc2ccccc2)c1,0.519220267
C#CC(C)(C)[NH3+],1.031655988
O=[V](=O)[O-],0.266461374
CCn1c([O-])c(C(N)=O)c(C)c(N=Nc2cc(Nc3nc(F)nc(Nc4cc(S(=O)(=O)[O-])ccc4Cl)n3)ccc2S(=O)(=O)[O-])c1=O,-0.921034384
CC(O)C[NH2+]CC(C)O,0.815044373
C1N2CN3CN1CN(C2)C3,0.792402682
[Cl-].[Cl-].[Cl-].[La+3],0.365226597
CCC1CO1,0.080542298
O=C[O-],-0.274600321
O=C1CCCCC1,-0.057369728
O=S(=O)([O-])OOS(=O)(=O)[O-],0.571095673
C[N+](C)(C)CC(O)CCl,0.647406308
CC(C)(CO)CO,0.901422988
CCOC(C)=O,-0.025404461
C1=CCCC=CCC1,-2.499798074
O=C([O-])c1ccccc1C(=O)[O-],-0.391024433
O=[W](=O)([O-])[O-].O=[W](=O)([O-])[O-].O=[W](=O)([O-])[O-].O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],-0.472461116
O=C([O-])CCl,0.848624184
O=C1CCCCCN1,0.860120914
O=NO,1.074996233
Cc1ccc(S(=O)(=O)[O-])cc1,0.624533151
COc1ccc(NCCO)cc1N.O=S(=O)([O-])[O-],-0.534342295
C=CC[NH2+]CC=C,-0.079006957
COP(=O)(CCC(=O)NCO)OC,1.578490674
O=S(=O)([O-])c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)[O-],-1.059279349
N#CCCCCC#N,-0.130912442
CC(=O)CC(=O)Nc1ccccc1,-1.299081064
COS(=O)(=O)[O-].Cc1ccc(N(C)N=CC2=[N+](C)c3ccccc3C2(C)C)cc1,-1.676206053
COS(=O)(=O)[O-].COc1ccc(N(C)N=CC2=[N+](C)c3ccccc3C2(C)C)cc1,-1.692536484
CCCCC(CC)(CO)CO,-1.260334336
CI,-1.214583849
CCC=C(C)C=O,-1.057369728
O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,-1.406221724
CCCCOC(=O)CCC(C)=O,-1.306674746
CC1CCC2C(=O)OC(=O)C2C1,-1.301526049
CCCCC(CC)C(=O)[O-],-1.591715559
Cc1cccc(C)c1N,-1.167514488
COC(=O)C1CCC(C(=O)OC)CC1,-1.387194666
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],-1.735714189
NC(=O)c1ccc(N)cc1,-1.225545386
Cn1c(=O)c2[nH]cnc2n(C)c1=O,-1.35258526
CC(C#N)CC(C)(C)CC#N,-1.574682221
C[NH+](C)Cc1ccccc1,-1.227918826
ClC(Cl)Cl,-1.173834312
[Br-],1.908299785
C=CC(=O)OCC1CCCO1,-0.295451716
CC(=O)CC(=O)Nc1ccc(S(=O)(=O)[O-])cc1,0.421747335
CCOC1=C(O)C(=O)OC1C(O)CO,0.580970652
CC(O)(P(=O)([O-])[O-])P(=O)([O-])O,0.420460109
COC(=O)C=CC(=O)OC,-0.267204876
Cc1cc(O)ccc1O,-0.207417517
CNC(=O)NC,0.938636234
O=[Mo](=O)([O-])[O-],-2.580479862
CCCCC(CC)C[NH+](CCC(=O)[O-])CCC(=O)[O-],0.410469265
CC(=O)[O-],-0.375535712
C[NH+](C)C,0.899333987
O=C([O-])COc1ccc(Cl)cc1Cl,0.449977221
COCCC(=O)OC,0.802693707
N#C[O-],0.965960091
C=COCCCCO,-0.18999534
O=P[O-],0.862674821
O=P[O-],0.854635653
CCCCOCC1CO1,-0.53795425
c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,-0.718824561
O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)[O-])OC1CCCCC1,-0.714701597
CN(CCC#N)c1ccc(C=CC2=[N+](C)c3ccccc3C2(C)C)cc1,-0.774172069
O=[SH](=O)OOS(=O)(=O)[O-],0.486552521
CC1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)C1N=Nc1ccc(C)c(S(=O)(=O)Nc2ccccc2)c1,-0.872552369
C=CC(=O)[O-],0.00596733
C[NH3+],1.368643478
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],-0.707389182
C=CC(=O)OC1C=CC2C3CCC(C3)C12,-3.708142472
C=CCS(=O)(=O)[O-],0.694952865
Cc1cc(Nc2nc(NCCO)nc(Nc3ccc(N=Nc4cc(S(=O)(=O)[O-])c5cccc(S(=O)(=O)[O-])c5c4)c(C)c3)n2)ccc1N=Nc1cc(S(=O)(=O)[O-])c2cccc(S(=O)(=O)[O-])c2c1,-1.174873472
CC(=O)[O-].COc1ccc2cc(C3N(C)c4ccc(S(C)(=O)=O)cc4N3C)oc2c1,0.212574469
O=S(=O)([O-])CC[NH+]1CCN(CCO)CC1,0.431866679
NC(=O)C1CCC[NH2+]1,0.785359758
c1nc[nH]n1,1.005827448
[Br-],1.377544373
O=C[O-],1.012544423
Oc1ccc(O)cc1,-0.196736611
[NH3+]C(CC(=O)[O-])C(=O)[O-],-1.229318187
CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,-1.727128194
[V],-0.814424958
Nc1ccc(Nc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])cc1,-1.59828953
Cn1c(-c2ccccc2)c(C=CC2=[N+](C)c3ccccc3C2(C)C)c2ccccc21,-1.743927996
C1=COCCC1,-1.038398213
CCCCCCC(O)CO,-1.289975217
CC[NH+](C(C)C)C(C)C,-1.241602263
Nc1cc(S(=O)(=O)[O-])c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)[O-])cc(N)c1C2=O,-1.799112619
CC(C)OC(=O)C(F)(F)F,-1.336078753
C=Nc1ccc2cc(S(=O)(=O)[O-])cc(O)c2c1NNc1ccc(NC(=O)C(=C)Br)cc1S(=O)(=O)[O-],-1.947653209
CCOc1ccc(C)cc1N=Nc1ccc(N=Nc2cccc(S(=O)(=O)[O-])c2)c2ccccc12,-1.847135544
